stage_name,show_title,season_num,ep_num
Lucas Miller,Dreams Legends Star,2,2
Harper Taylor,Dreams Legends Star,2,2
Swift Pulse,Dreams Legends Star,2,3
Midnight Crest Jr,Dreams Legends Star,2,3
Luna Garcia,Dreams Legends Star,2,3
Urban Quest,Dreams Legends Star,2,3
Harper Jones,Dreams Legends Star,2,4
James Thomas,Dreams Legends Star,2,5
Logan Jackson,Dreams Legends Star,2,6
Luna Lopez,Dreams Legends Star,2,6
Turbo Brook,Dreams Legends Star,2,7
Vivid Frost,Dreams Legends Star,2,7
Golden Pilot,Dreams Legends Star,2,7
Ava Williams Davis,Dreams Legends Star,3,1
Velvet Falcon,Dreams Legends Star,3,2
Fierce Comet,Dreams Legends Star,3,2
Fierce Raven,Dreams Legends Star,3,2
Mia Johnson Jr,Dreams Legends Star,3,2
Lunar Brook,Dreams Legends Star,3,3
Emerald Path,Dreams Legends Star,3,3
Crystal Dawn,Dreams Legends Star,3,3
Mia Taylor,Dreams Legends Star,3,3
Midnight Lion,Dreams Legends Star,3,4
Mia Williams,Dreams Legends Star,3,4
Mia Rodriguez,Dreams Legends Star,3,4
Ethan Rodriguez,Dreams Legends Star,3,5
Silver Blaze,Dreams Legends Star,3,6
Silent Shade,Dreams Legends Star,3,6
Henry Martin,Broken Hidden Neon,1,1
Logan Gonzalez,Broken Hidden Neon,1,1
Liam Davis Moore,Broken Hidden Neon,1,2
Scarlet Blaze,Broken Hidden Neon,1,2
Mason Jones,Broken Hidden Neon,1,3
Ivory Pulse,Broken Hidden Neon,1,3
James Brown,Broken Hidden Neon,1,3
Lucas Gonzalez,Broken Hidden Neon,1,3
Henry Brown White,Broken Hidden Neon,1,4
Logan Garcia,Broken Hidden Neon,1,4
Amelia Miller,Broken Hidden Neon,1,5
Ivory Rider,Broken Hidden Neon,1,5
Noah Smith,Broken Hidden Neon,1,6
Ethan Miller Miller,Broken Hidden Neon,1,6
Mason Moore,Broken Hidden Neon,1,7
Radiant Jade,Broken Hidden Neon,1,7
Ava Miller,Broken Hidden Neon,1,7
Lunar Specter,Broken Hidden Neon,1,7
Ethan Hernandez,Broken Hidden Neon,1,8
Logan Anderson,Broken Hidden Neon,1,8
Ava Brown,Broken Hidden Neon,1,8
Luna Wilson,Broken Hidden Neon,1,8
Eternal Bolt,Golden Eternal,1,1
Mystic Path,Golden Eternal,1,1
Harper Jackson,Golden Eternal,1,2
Emerald Pilot,Golden Eternal,1,2
Jack Martin,Golden Eternal,1,2
Amber Bolt,Golden Eternal,1,3
Logan Moore,Golden Eternal,1,3
Eternal Path,Golden Eternal,1,4
Blazing Canyon,Golden Eternal,1,4
Cinder Rocket,Golden Eternal,1,4
Henry Gonzalez,Golden Eternal,1,4
Ava Williams Davis,Golden Eternal,1,5
Henry Martin,Golden Eternal,1,6
Urban Lion,Golden Eternal,1,6
Jack Martin Smith,Golden Eternal,1,6
Mystic Rider,Golden Eternal,1,7
Ella Garcia,Golden Eternal,1,7
Logan Garcia,Golden Eternal,1,7
Noah Martinez Kim,Golden Eternal,1,7
James Williams,Golden Eternal,1,8
James Miller,Golden Eternal,1,8
Mason Jackson Miller,Golden Eternal,1,8
Crystal Comet,Golden Eternal,1,9
Ethan Martinez,Golden Eternal,1,9
Logan Garcia,Golden Eternal,2,1
Ethan Thomas,Golden Eternal,2,1
Logan Anderson,Golden Eternal,2,2
Blazing Canyon,Golden Eternal,2,3
Rapid River,Golden Eternal,2,3
Olivia Taylor Davis,Golden Eternal,2,4
Emma Garcia,Golden Eternal,2,4
Henry Brown White,Golden Eternal,2,4
Logan Garcia,Golden Eternal,2,4
Midnight Lion,Golden Eternal,2,5
Ava Miller,Golden Eternal,2,6
Vivid Frost,Golden Eternal,2,6
John Hernandez,Golden Eternal,2,6
James Miller,Golden Eternal,2,6
Noah Martinez,Golden Eternal,2,7
Ultra Crest,Golden Eternal,2,7
Mia Rodriguez Brown,Golden Eternal,2,7
Stormy Crest,Golden Eternal,3,1
Amelia Miller,Golden Eternal,3,2
Prime Rebel,Golden Eternal,3,2
Eternal Nimbus,Golden Eternal,3,3
Mason Jackson Miller,Golden Eternal,3,3
Iron Echo,Golden Eternal,3,3
Liam Garcia Kim,Golden Eternal,3,3
Dynamic Quest,Golden Eternal,3,4
Harper Lopez,Golden Eternal,3,4
Dynamic Pulse,Golden Eternal,3,4
Shadow Quest,Golden Eternal,3,4
Ivory Specter,Golden Eternal,3,5
Luna Hernandez,Golden Eternal,3,5
Emma Jackson,Golden Eternal,3,5
Logan Rodriguez Smith,Golden Eternal,3,5
Emma Gonzalez,Golden Eternal,3,6
Jack Johnson,Golden Eternal,3,6
Sophia Rodriguez,Golden Eternal,3,6
Ava Williams,Golden Eternal,3,7
Jack Thomas,Golden Eternal,4,1
Mason Hernandez Johnson,Golden Eternal,4,1
Henry Taylor,Golden Eternal,4,2
Frozen Dawn,Golden Eternal,4,2
Wild Shadow,Golden Eternal,4,3
James Miller Smith,Golden Eternal,4,4
Velvet Falcon,Golden Eternal,4,4
Wild Dancer,Golden Eternal,4,5
Mia Johnson Moore,Golden Eternal,4,5
Emma Garcia,Golden Eternal,4,5
Cinder Blaze,Golden Eternal,4,5
James Garcia,Golden Eternal,4,6
James Anderson,Golden Eternal,4,7
Swift Token,Golden Eternal,4,7
Eternal Sage,Golden Eternal,4,7
Mason Jackson,Golden Eternal,4,8
Crimson Token,Golden Eternal,4,8
Ella Williams,Golden Eternal,4,8
Fierce Specter,Golden Eternal,4,9
Scarlet Crest,Golden Eternal,4,9
Henry Davis Jr,Golden Eternal,4,9
Luna Brown,Golden Eternal,4,9
John Martin,Golden Eternal,4,10
Ivory Rocket,Golden Eternal,4,11
Lunar Shadow,Golden Eternal,4,11
Jack Thomas,Golden Eternal,4,11
Jack Wilson Garcia,Golden Eternal,4,11
Velvet Forge,Storm Legends Hidden,1,1
Mason Hernandez Johnson,Storm Legends Hidden,1,2
Turbo Brook,Storm Legends Hidden,1,2
Ethan Rodriguez,Storm Legends Hidden,1,3
Jack Lopez Jr,Storm Legends Hidden,1,4
Jack Martin Thompson,Storm Legends Hidden,1,5
Ava Wilson,Storm Legends Hidden,1,6
Vivid Frost,Storm Legends Hidden,1,6
Harper Johnson,Storm Legends Hidden,1,7
Neon Brook,Storm Legends Hidden,1,7
Eternal Bolt,Storm Legends Hidden,1,7
Logan Martin,Storm Legends Hidden,1,7
Henry Lopez Garcia,Storm Legends Hidden,1,8
Luna Jones,Storm Legends Hidden,1,8
Jack Williams Davis,Storm Legends Hidden,1,9
Shadow Quest,Storm Legends Hidden,1,10
Jack Garcia,Storm Legends Hidden,1,10
Neon Brook,Storm Legends Hidden,1,10
Olivia Williams,Dreams Hidden,1,1
Lucas Rodriguez,Dreams Hidden,1,2
Luna Brown,Dreams Hidden,1,2
Olivia Brown Jr,Dreams Hidden,1,2
Isabella Lopez,Dreams Hidden,1,2
Liam Martinez,Dreams Hidden,1,3
John Anderson,Dreams Hidden,1,4
Noah Williams,Dreams Hidden,1,4
Rusty Rocket,Dreams Hidden,1,4
John Rodriguez,Dreams Hidden,1,4
Emma Garcia Nguyen,Dreams Hidden,1,5
Ivory Spark,Dreams Hidden,1,6
Harper Taylor,Dreams Hidden,1,6
Amber Shade,Dreams Hidden,1,7
Harper Rodriguez Thompson,Dreams Hidden,1,7
Olivia Smith,Dreams Hidden,1,7
Ivory Specter,Dreams Hidden,1,7
Mason Wilson,Dreams Hidden,2,1
Ella Lopez Jr,Dreams Hidden,2,1
Noble Star,Dreams Hidden,2,1
Neon Rebel,Dreams Hidden,2,2
Onyx Pilot,Dreams Hidden,2,3
Olivia Lopez,Dreams Hidden,2,3
Luna Anderson,Dreams Hidden,2,3
Sophia Lopez,Dreams Hidden,2,4
James Wilson,Dreams Hidden,2,4
Cinder Canyon,Dreams Hidden,2,4
Rapid Quest,Dreams Hidden,2,5
Midnight Crest Jr,Dreams Hidden,2,5
Jack Wilson Garcia,Dreams Hidden,2,5
Liam Smith,Dreams Hidden,2,6
Noble Reef,Dreams Hidden,2,7
Mia Johnson,Dreams Hidden,2,7
Olivia Wilson Moore,Dreams Hidden,2,7
Bronze Viper,Dreams Hidden,2,8
Amelia Anderson,Dreams Hidden,2,8
Mia Moore,Dreams Hidden,2,9
Fierce Path,Dreams Hidden,2,9
Luna Taylor,Dreams Hidden,2,9
Mystic Rider,Dreams Hidden,3,1
Fierce Comet,Dreams Hidden,3,1
Royal Sage,Dreams Hidden,3,2
Crimson Rune,Dreams Hidden,3,3
Scarlet Rose,Dreams Hidden,3,3
Liam Johnson,Dreams Hidden,3,3
Golden Pilot,Dreams Hidden,3,3
Scarlet Blaze,Dreams Hidden,3,4
Noah Smith,Dreams Hidden,3,5
Amelia Miller,Dreams Hidden,3,5
Mason Jones,Dreams Hidden,3,5
Harper Garcia Kim,Dreams Hidden,3,5
Henry Anderson,Dreams Hidden,3,6
Turbo Knight,Dreams Hidden,3,7
Jack Martin,Dreams Hidden,3,7
Lucas Gonzalez,Dreams Hidden,3,7
Jack Lopez,Dreams Hidden,3,7
Fierce Gale,Dreams Hidden,3,8
Luna Anderson Jr,Dreams Hidden,3,8
Olivia Bones,Dreams Hidden,3,9
Logan Jackson,Dreams Hidden,3,9
Stormy Forge,Dreams Hidden,3,9
Noah Taylor,Dreams Hidden,3,10
Bronze Viper,Dreams Hidden,3,10
Emerald Whisper,Dreams Hidden,3,10
Harper Rodriguez Thompson,Dreams Hidden,3,10
Mia Jones Garcia,Dreams Hidden,3,11
Frozen Specter,Dreams Hidden,3,11
Henry Williams,Dreams Hidden,3,11
Logan Thomas,Rising Hidden Neon,1,1
Golden Star,Rising Hidden Neon,1,1
Harper Garcia Davis,Rising Hidden Neon,1,1
Ava Williams Davis,Rising Hidden Neon,1,2
Liam Jackson,Rising Hidden Neon,1,2
Sophia Williams Johnson,Rising Hidden Neon,1,2
Emerald Rider,Rising Hidden Neon,1,3
Emma Jackson,Rising Hidden Neon,1,3
John Rodriguez,Rising Hidden Neon,1,3
Emerald Rider,Rising Hidden Neon,1,4
Ivory Rocket,Rising Hidden Neon,1,4
Ethan Thomas,Rising Hidden Neon,1,4
Mia Garcia,Rising Hidden Neon,1,4
Chrome Phoenix,Rising Hidden Neon,1,5
Dynamic Raven,Rising Hidden Neon,1,5
Frozen Rune,Rising Hidden Neon,1,6
Logan Garcia,Rising Hidden Neon,1,6
Harper Jackson,Rising Hidden Neon,1,6
Cinder Spark,Rising Hidden Neon,1,7
Henry Williams,Rising Hidden Neon,1,7
Velvet Phoenix,Rising Hidden Neon,1,8
Lunar Brook,Rising Hidden Neon,1,8
Jack Martin Kim,Rising Hidden Neon,1,8
Shadow Gale,Rising Hidden Neon,1,8
Dynamic Lion,Rising Hidden Neon,2,1
Mason Gonzalez Johnson,Rising Hidden Neon,2,2
Urban Dragon,Rising Hidden Neon,2,2
Crimson Rune,Rising Hidden Neon,2,2
Lucas Brown,Rising Hidden Neon,2,2
Dynamic Pulse,Rising Hidden Neon,2,3
James Brown,Rising Hidden Neon,2,3
Frozen Specter,Rising Hidden Neon,2,4
Henry Brown White,Rising Hidden Neon,2,4
James Jones,Rising Hidden Neon,2,5
Ultra Hawk,Rising Hidden Neon,2,5
Swift Voyager,Rising Hidden Neon,2,5
Henry Davis Jr,Rising Hidden Neon,2,6
Ultra Hawk,Rising Hidden Neon,2,6
John Miller,Rising Hidden Neon,2,6
Henry Lopez,Rising Hidden Neon,2,7
Rapid Echo,Rising Hidden Neon,2,7
Ivory Spark,Rising Hidden Neon,2,7
Luna Jones Jr,Rising Hidden Neon,2,7
Royal Shade,Rising Hidden Neon,2,8
Blazing Trace,Rising Hidden Neon,3,1
Urban Trace,Rising Hidden Neon,3,1
Atomic Trace,Rising Hidden Neon,3,1
Olivia Williams White,Rising Hidden Neon,3,2
Harper Martin,Rising Hidden Neon,3,3
Crystal Tiger,Rising Hidden Neon,3,4
Dynamic Pulse,Rising Hidden Neon,3,4
Logan Rodriguez Smith,Rising Hidden Neon,3,4
James Miller Smith,Rising Hidden Neon,3,4
Olivia Taylor,Rising Hidden Neon,3,5
Liam Davis Jr,Rising Hidden Neon,3,6
Electric Canyon,Rising Hidden Neon,3,7
Crimson Forge,Rising Hidden Neon,3,7
James Thomas,Rising Hidden Neon,3,7
Jack Martin Thompson,Golden Star Past,1,1
Liam Rodriguez,Golden Star Past,1,1
Liam Garcia,Golden Star Past,1,1
Liam Garcia Johnson,Golden Star Past,1,1
James Garcia,Golden Star Past,1,2
Jack Wilson,Golden Star Past,1,3
Ava Miller,Golden Star Past,1,4
Blazing Phoenix,Golden Star Past,1,5
Mia Lopez,Golden Star Past,1,5
Fierce Comet,Golden Star Past,1,5
Henry Brown Jr,Golden Star Past,1,5
John Smith,Golden Star Past,1,6
Jack Martin Smith,Golden Star Past,1,6
Cosmic Rocket,Golden Star Past,1,6
John Rodriguez,Golden Star Past,1,6
Ivory Rider,Midnight Whispers Phantom,1,1
Crystal Phoenix,Midnight Whispers Phantom,1,1
Mason Johnson Johnson,Midnight Whispers Phantom,1,1
Emma Williams Jr,Midnight Whispers Phantom,1,2
Dynamic Raven,Midnight Whispers Phantom,1,3
Noah Moore,Midnight Whispers Phantom,1,4
Harper Rodriguez Moore,Midnight Whispers Phantom,1,4
Amelia Miller,Midnight Whispers Phantom,1,4
Liam Jackson,Midnight Whispers Phantom,1,5
Iron Hawk,Midnight Whispers Phantom,1,5
Amelia Anderson,Midnight Whispers Phantom,1,5
Ethan Martin,Midnight Whispers Phantom,1,6
Crystal Dawn,Midnight Whispers Phantom,1,6
Amelia Gonzalez,Midnight Whispers Phantom,1,6
Lucas Brown,Midnight Whispers Phantom,1,6
Ava Williams,Midnight Whispers Phantom,1,7
Neon Rebel,Midnight Whispers Phantom,2,1
Henry Jackson,Midnight Whispers Phantom,2,1
Luna Thomas,Midnight Whispers Phantom,2,1
Urban Lion,Midnight Whispers Phantom,2,2
Jack Wilson Garcia,Midnight Whispers Phantom,2,2
Crystal Whisper,Midnight Whispers Phantom,2,2
Jack Johnson,Midnight Whispers Phantom,2,2
Onyx Viper,Midnight Whispers Phantom,2,3
Mia Taylor,Midnight Whispers Phantom,2,3
Crimson Crest,Midnight Whispers Phantom,2,3
Velvet Phoenix,Midnight Whispers Phantom,2,4
Chrome Phoenix,Midnight Whispers Phantom,2,4
Amber Bolt,Midnight Whispers Phantom,2,4
Amelia Anderson,Midnight Whispers Phantom,2,4
Blazing Echo,Midnight Whispers Phantom,2,5
Ivory Rocket,Midnight Whispers Phantom,2,5
Golden Pilot,Midnight Whispers Phantom,2,5
Bronze Raven,Midnight Whispers Phantom,2,5
Logan Gonzalez,Midnight Whispers Phantom,2,6
Ivory Rider,Midnight Whispers Phantom,3,1
Lucky Token,Midnight Whispers Phantom,3,1
Harper Rodriguez Thompson,Midnight Whispers Phantom,3,2
Noble Shadow,Midnight Whispers Phantom,3,2
Rapid Quest,Midnight Whispers Phantom,3,2
Midnight Lion,Midnight Whispers Phantom,3,3
John Taylor,Midnight Whispers Phantom,3,3
Sophia Williams,Midnight Whispers Phantom,3,3
Ivory Rider,Midnight Whispers Phantom,3,3
Liam Garcia Kim,Midnight Whispers Phantom,3,4
Harper Jackson,Midnight Whispers Phantom,3,4
Lucas Gonzalez Johnson,Midnight Whispers Phantom,3,4
Lunar Nimbus,Midnight Whispers Phantom,3,5
Ava Williams Davis,Midnight Whispers Phantom,3,5
Liam Jones Smith,Midnight Whispers Phantom,3,5
Mason Jackson Miller,Midnight Whispers Phantom,3,6
Bronze Shade,Midnight Whispers Phantom,3,6
Emma Johnson,Midnight Whispers Phantom,3,6
Frost Falcon,Midnight Whispers Phantom,3,7
Dynamic Spark,Midnight Whispers Phantom,3,8
Harper Martin,Midnight Whispers Phantom,3,9
Henry Brown White,Midnight Whispers Phantom,3,10
Mia Williams,Midnight Whispers Phantom,3,10
Henry Davis Jr,Midnight Whispers Phantom,3,11
Blazing Trace,Midnight Whispers Phantom,3,11
Logan Garcia,Midnight Whispers Phantom,3,11
Rapid Quest,Fury Eternal,1,1
Frozen Shadow,Fury Eternal,1,2
Henry Jackson,Fury Eternal,1,2
Olivia Anderson,Fury Eternal,1,2
Henry Jackson,Fury Eternal,1,3
Logan Thomas,Fury Eternal,1,3
Cinder Canyon,Fury Eternal,1,4
Liam Rodriguez,Fury Eternal,1,4
Ethan Wilson Garcia,Fury Eternal,1,5
Liam Jackson Jr,Fury Eternal,1,6
Liam Smith Jr,Fury Eternal,1,6
Crystal Crest,Fury Eternal,1,6
Cinder Blaze,Fury Eternal,1,7
Shadow Quest,Fury Eternal,1,7
Wild Voyager,Fury Eternal,1,8
Liam Jackson Jr,Fury Eternal,1,8
Olivia Wilson Moore,Fury Eternal,1,9
Logan Gonzalez,Fury Eternal,1,9
Olivia Williams Johnson,Fury Eternal,1,9
Atomic Trace,Fury Eternal,1,10
James Moore,Fury Eternal,1,11
Midnight Rider,Fury Eternal,1,11
Mia Lopez,Fury Eternal,1,11
Crystal Whisper,Fury Eternal,1,11
Noah Wilson,Fury Eternal,2,1
Olivia Rodriguez,Fury Eternal,2,1
Rapid Quest,Fury Eternal,2,1
Sophia Gonzalez,Fury Eternal,2,1
Chrome Storm,Fury Eternal,2,2
Midnight Lion,Fury Eternal,2,2
Scarlet Crest,Fury Eternal,2,2
Velvet Falcon,Fury Eternal,2,2
Rapid Spark,Fury Eternal,2,3
Rustic Spark,Fury Eternal,2,3
Henry Brown Jr,Fury Eternal,2,4
Blazing Phoenix,Fury Eternal,2,4
Mia Jones Garcia,Fury Eternal,2,4
Isabella Williams Jr,Fury Eternal,2,5
Olivia Wilson,Fury Eternal,2,5
Sophia Gonzalez,Fury Eternal,2,6
Crystal Phoenix,Fury Eternal,2,7
Bronze Shade,Fury Eternal,2,7
Silent Shade Jr,Fury Eternal,2,7
Mia Martin,Fury Eternal,2,7
Dynamic Lion,Fury Eternal,2,8
Stormy Forge,Fury Eternal,2,8
Mia Martinez,Fury Eternal,2,8
Lucas Williams,Fury Eternal,2,9
Amelia Martin,Fury Eternal,2,9
Emma Rodriguez Johnson,Fury Eternal,2,10
Olivia Moore,Fury Eternal,2,10
Logan Rodriguez Smith,Fury Eternal,2,10
Frost Raven,Fury Eternal,3,1
Olivia Rodriguez,Fury Eternal,3,1
Logan Thomas,Fury Eternal,3,2
Ella Anderson,Fury Eternal,3,2
Harper Garcia Kim,Fury Eternal,3,3
Crystal Tiger,Fury Eternal,3,3
Prime Rebel,Fury Eternal,3,3
Sophia Hernandez,Fury Eternal,3,4
Blue Dancer,Fury Eternal,3,4
Prime Shade,Fury Eternal,3,4
Ultra Bolt,Fury Eternal,3,5
Stormy River,Fury Eternal,3,5
Olivia Wilson,Fury Eternal,3,5
Chrome Storm,Fury Eternal,3,6
Emerald Whisper,Fury Eternal,3,7
Bronze Shade,Fury Eternal,3,7
Logan Moore,Fury Eternal,3,8
Isabella Jackson Smith,Fury Eternal,3,8
Wild Reef,Fury Eternal,3,8
Scarlet Comet,Fury Eternal,3,8
Chrome Storm,Echo Golden Crystal,1,1
Onyx Pilot,Echo Golden Crystal,1,1
Logan Johnson,Echo Golden Crystal,1,1
Amelia Hernandez,Echo Golden Crystal,1,2
Ivory Knight,Echo Golden Crystal,1,2
Urban Trace,Echo Golden Crystal,1,2
Lunar Frost,Echo Golden Crystal,1,2
Harper Anderson,Echo Golden Crystal,1,3
Noah Martinez Miller,Echo Golden Crystal,1,3
Liam Jackson,Echo Golden Crystal,1,3
Ava Smith,Echo Golden Crystal,1,4
Lucas Miller,Echo Golden Crystal,1,5
Liam Anderson,Echo Golden Crystal,1,6
Midnight Rider,Echo Golden Crystal,1,6
Mason Jones,Echo Golden Crystal,1,6
Noah Martinez Miller,Echo Golden Crystal,1,7
Sophia Lopez Garcia,Echo Golden Crystal,1,7
Olivia Taylor Davis,Echo Golden Crystal,1,7
Henry Williams,Echo Golden Crystal,2,1
Mason Wilson,Echo Golden Crystal,2,1
Silent Shade Jr,Echo Golden Crystal,2,1
Ivory Specter,Echo Golden Crystal,2,1
Emerald Blaze,Echo Golden Crystal,2,2
Mason Gonzalez,Echo Golden Crystal,2,2
Olivia Miller Miller,Echo Golden Crystal,2,3
Isabella Jones,Echo Golden Crystal,2,3
Amelia Davis,Echo Golden Crystal,2,3
Bronze Raven,Echo Golden Crystal,2,3
Phantom Whisper,Echo Golden Crystal,2,4
Liam Garcia Johnson,Echo Golden Crystal,2,4
Silver Blaze,Echo Golden Crystal,2,5
Sophia Lopez,Echo Golden Crystal,2,5
Vivid Jade,Echo Golden Crystal,2,5
Liam Rodriguez,Echo Golden Crystal,2,5
Ava Williams Davis,Echo Golden Crystal,2,6
Mia Johnson Jr,Echo Golden Crystal,2,6
Luna Taylor Brown,Echo Golden Crystal,2,6
James Jones,Echo Golden Crystal,2,6
Luna Anderson,Echo Golden Crystal,2,7
Ethan Miller,Echo Golden Crystal,2,7
Henry Taylor,Echo Golden Crystal,2,7
Mason Hernandez Johnson,Echo Golden Crystal,2,8
Crystal Dawn,Echo Golden Crystal,2,8
Liam Smith,Echo Golden Crystal,2,8
Mia Martin,Echo Golden Crystal,2,8
Ethan Miller,Echo Golden Crystal,3,1
Mia Martin Garcia,Echo Golden Crystal,3,1
Isabella Lopez,Echo Golden Crystal,3,1
Henry Anderson,Echo Golden Crystal,3,1
Cinder Canyon,Echo Golden Crystal,3,2
Wild Whisper,Echo Golden Crystal,3,2
Liam Rodriguez,Echo Golden Crystal,3,2
Henry Jackson,Echo Golden Crystal,3,3
Sophia Garcia Jr,Echo Golden Crystal,3,3
Henry Anderson,Echo Golden Crystal,3,3
James Williams,Echo Golden Crystal,3,4
Liam Anderson,Echo Golden Crystal,3,4
Rusty Sage,Echo Golden Crystal,3,4
Dynamic Spark,Echo Golden Crystal,3,5
Crimson Token,Echo Golden Crystal,3,6
Henry Smith,Echo Golden Crystal,3,7
Mia Moore,Echo Golden Crystal,3,8
James Williams,Echo Golden Crystal,3,8
Blazing Canyon,Echo Golden Crystal,3,8
Emma Davis Jr,Echo Golden Crystal,3,9
Neon Brook,Echo Golden Crystal,3,9
Rustic Spark,Echo Golden Crystal,3,9
Ivory Spark,Ancient Hidden,1,1
Ava Miller,Ancient Hidden,1,1
Emerald Voyager,Ancient Hidden,1,1
Mia Martin,Ancient Hidden,1,1
Sophia Brown,Ancient Hidden,1,2
Luna Anderson Jr,Ancient Hidden,1,2
Blazing Trace,Ancient Hidden,1,3
Mason Jackson,Ancient Hidden,1,3
James Smith,Ancient Hidden,1,3
Ivory Rocket,Ancient Hidden,1,4
Liam Smith Jr,Ancient Hidden,1,5
Liam Jackson Jr,Ancient Hidden,1,6
Mason Johnson Johnson,Ancient Hidden,1,6
Phantom Hawk,Ancient Hidden,1,6
Sophia Smith,Ancient Hidden,1,6
Amelia Gonzalez,Ancient Hidden,1,7
Scarlet Comet,Ancient Hidden,1,8
Cinder Spark,Ancient Hidden,1,8
Ivory Rider,Ancient Hidden,1,8
Harper Rodriguez,Ancient Hidden,1,9
Rapid Spark,Ancient Hidden,1,9
Henry Gonzalez White,Ancient Hidden,1,9
Henry Gonzalez,Ancient Hidden,1,9
Liam Davis,Ancient Hidden,1,10
Rapid Echo,Ancient Hidden,1,10
Noble Shadow,Ancient Hidden,1,11
Lucas Anderson,Ancient Hidden,1,11
Noah Martinez Kim,Ancient Hidden,1,11
Logan Thomas,Dreams Silver River,1,1
Mia Moore,Dreams Silver River,1,1
Noble Reef,Dreams Silver River,1,2
Henry Martin,Dreams Silver River,1,3
Amelia Davis,Dreams Silver River,1,3
Ultra Bolt,Dreams Silver River,1,3
Ivory Knight,Dreams Silver River,1,3
Emma Moore,Dreams Silver River,1,4
Frozen River,Dreams Silver River,1,4
Jack Johnson,Dreams Silver River,1,4
Turbo Quest,Dreams Silver River,1,5
Harper Anderson,Dreams Silver River,1,5
Neon Rebel,Dreams Silver River,1,5
Lucas Gonzalez Johnson,Dreams Silver River,1,5
Cinder Raven,Dreams Silver River,1,6
Silent Shade Jr,Dreams Silver River,1,6
Harper Anderson,Dreams Silver River,1,7
Lucas Miller,Dreams Silver River,1,7
Isabella Williams,Dreams Silver River,2,1
Henry Brown Jr,Dreams Silver River,2,1
Mia Rodriguez Brown,Dreams Silver River,2,1
Prime Gale,Dreams Silver River,2,1
Isabella Jones,Dreams Silver River,2,2
Royal Shade,Dreams Silver River,2,2
Atomic Trace,Dreams Silver River,2,3
James Smith,Dreams Silver River,2,3
Wild Dancer,Dreams Silver River,2,3
Isabella Williams,Dreams Silver River,2,4
Prime Shade,Dreams Silver River,2,4
Ava Williams Davis,Dreams Silver River,2,4
Henry Lopez Garcia,Dreams Silver River,2,4
Mason Wilson,Dreams Silver River,2,5
Harper Taylor Jr,Dreams Silver River,2,6
Onyx Pilot,Dreams Silver River,2,7
Isabella Williams,Dreams Silver River,3,1
Harper Taylor Jr,Dreams Silver River,3,1
Mason Miller,Dreams Silver River,3,1
Mia Rodriguez Brown,Dreams Silver River,3,1
Ivory Hawk,Dreams Silver River,3,2
Emma Johnson,Dreams Silver River,3,2
James Miller,Dreams Silver River,3,2
John Martin,Dreams Silver River,3,3
Urban Lion,Dreams Silver River,3,3
Olivia Taylor,Dreams Silver River,3,4
Olivia Jones,Dreams Silver River,3,4
Wild Reef,Dreams Silver River,3,4
Mason Jackson,Dreams Silver River,3,4
Mia Martin Garcia,Dreams Silver River,3,5
Lucas Garcia,Dreams Silver River,3,6
Quantum Reef,Dreams Silver River,3,6
Ava Wilson,Dreams Silver River,3,7
Crimson Token,Dreams Silver River,3,7
Silver Blaze,Dreams Silver River,3,8
Mason Jones,Dreams Silver River,3,8
Logan Taylor,Dreams Silver River,3,8
Turbo Pulse,Dreams Silver River,3,9
John Jones,Dreams Silver River,3,9
Neon Crest,Dreams Silver River,3,9
Jack Lopez,Dreams Silver River,3,10
James Moore,Dreams Silver River,3,10
Amelia Miller,Dreams Silver River,3,10
Ava Brown,Dreams Silver River,3,10
Atomic Hawk,Dreams Silver River,3,11
Ultra Crest,Dreams Silver River,3,11
Frozen River,Dreams Silver River,3,11
Liam Anderson,Dreams Silver River,4,1
Emma Garcia,Dreams Silver River,4,1
Radiant Jade,Dreams Silver River,4,2
Crystal Comet,Dreams Silver River,4,2
Henry Taylor Johnson,Dreams Silver River,4,2
James Taylor,Dreams Silver River,4,3
Wild Gale,Dreams Silver River,4,3
Luna Hernandez,Dreams Silver River,4,4
Golden Jade,Dreams Silver River,4,4
Golden Star,Dreams Silver River,4,4
Eternal Sage,Dreams Silver River,4,5
Cinder Canyon,Dreams Silver River,4,5
Ultra Bolt,Dreams Silver River,4,6
Emma Jackson,Dreams Silver River,4,6
Jack Smith,Dreams Silver River,4,7
